spine	classification	golden_pages	golden_fragments	golden_first	golden_last	golden_sha	historical_pages	historical_fragments	historical_first	historical_last	historical_sha	current_pages	current_fragments	current_first	current_last	current_sha
370	HISTORICAL_AND_CURRENT_SOURCE	15	613	16.00,247.92,183.60,30.60|270.91|ff3d2a43	213.70,649.96,72.43,17.68|664.26|9e965790	780beb4ddc064209	15	613	16.00,247.92,183.60,30.60|270.91|ff3d2a43	213.70,649.96,72.43,17.68|664.26|9e965790	69dd37207bb9c35b	18	624	16.00,247.92,183.60,30.60|270.91|ff3d2a43	213.70,83.40,72.43,23.80|100.75|9e965790	45986274da6080ba
371	HISTORICAL_AND_CURRENT_SOURCE	17	670	16.00,247.92,168.30,30.60|270.91|479016cb	213.70,47.37,72.43,17.68|61.66|9e965790	2a9bcf6761618425	17	670	16.00,247.92,168.30,30.60|270.91|479016cb	213.70,47.37,72.43,17.68|61.66|9e965790	a1bda4adbe8f745d	19	685	16.00,247.92,168.30,30.60|270.91|479016cb	213.70,488.00,72.43,23.80|505.35|9e965790	5bb7cff20d00b03f
372	HISTORICAL_AND_CURRENT_SOURCE	14	622	16.00,247.92,91.80,30.60|270.91|f8ff2217	213.70,277.93,72.43,17.68|292.22|9e965790	a580180d46f15f15	14	622	16.00,247.92,91.80,30.60|270.91|f8ff2217	213.70,277.93,72.43,17.68|292.22|9e965790	7b9c9e4bd8dc99b9	16	634	16.00,247.92,91.80,30.60|270.91|f8ff2217	213.70,416.60,72.43,23.80|433.95|9e965790	8399dc6210bda702
373	HISTORICAL_AND_CURRENT_SOURCE	14	582	16.00,247.92,198.90,30.60|270.91|e755b6fb	213.70,490.81,72.43,17.68|505.10|9e965790	e521f6eaf4144958	14	581	16.00,247.92,198.90,30.60|270.91|e755b6fb	213.70,490.81,72.43,17.68|505.10|9e965790	117f90b2958a3121	16	589	16.00,247.92,198.90,30.60|270.91|e755b6fb	213.70,773.60,72.43,23.80|790.95|9e965790	aab5e8cf2cbb37a6
374	HISTORICAL_AND_CURRENT_SOURCE	8	415	16.00,247.92,91.80,30.60|270.91|3940244d	213.70,791.44,72.43,17.68|805.73|9e965790	7499bce73e1f7a34	8	415	16.00,247.92,91.80,30.60|270.91|3940244d	213.70,791.44,72.43,17.68|805.73|9e965790	12bd2aa17d35b0f6	10	418	16.00,247.92,91.80,30.60|270.91|3940244d	213.70,559.40,72.43,23.80|576.75|9e965790	722d8aed324170d6
375	UNCHANGED	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ca28beaa94a1c074	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ca28beaa94a1c074	1	10	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,285.53,25.50,28.49|308.54|c7cce240	ca28beaa94a1c074
376	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
377	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
378	CURRENT_SOURCE_ONLY	2	11	152.81,29.85,17.69,23.21|47.80|a449ca00	174.37,543.80,41.25,19.12|558.80|68ab320b	e013fafbbe1f4223	2	11	152.81,29.85,17.69,23.21|47.80|a449ca00	174.37,543.80,41.25,19.12|558.80|68ab320b	e013fafbbe1f4223	2	11	151.82,29.85,18.19,24.99|48.77|a449ca00	175.17,543.80,39.67,21.42|560.02|68ab320b	39a45bce00b06f75
379	CURRENT_SOURCE_ONLY	1	31	15.66,232.90,357.00,22.10|249.33|6be1d859	15.66,753.10,170.00,22.10|769.53|1dede770	9c771b55f14331b2	1	31	15.66,232.90,357.00,22.10|249.33|6be1d859	15.66,753.10,170.00,22.10|769.53|1dede770	9c771b55f14331b2	1	31	15.66,232.90,357.00,22.10|249.33|6be1d859	15.66,758.20,170.00,22.10|774.63|1dede770	988edc47cf95b50a
380	HISTORICAL_AND_CURRENT_SOURCE	10	453	16.00,247.92,168.30,30.60|270.91|535f846d	274.85,47.37,64.44,17.68|61.66|5ebdfbda	f151810ecda5ddbb	9	452	16.00,247.92,168.30,30.60|270.91|535f846d	274.85,809.12,64.44,17.68|823.42|5ebdfbda	b47137f48d0d2011	11	457	16.00,247.92,168.30,30.60|270.91|535f846d	274.85,464.20,64.44,23.80|481.55|5ebdfbda	b6443c481d50c06b
381	HISTORICAL_AND_CURRENT_SOURCE	10	473	16.00,247.92,214.20,30.60|270.91|98bcb6ac	274.85,543.86,64.44,17.68|558.15|5ebdfbda	42e19c4b54601d46	10	473	16.00,247.92,214.20,30.60|270.91|98bcb6ac	274.85,543.86,64.44,17.68|558.15|5ebdfbda	e4f4c81998142176	12	478	16.00,247.92,214.20,30.60|270.91|98bcb6ac	274.85,321.40,64.44,23.80|338.75|5ebdfbda	419656710cbef46d
382	HISTORICAL_AND_CURRENT_SOURCE	20	866	16.00,247.92,214.20,30.60|270.91|fe6737a4	274.85,47.37,64.44,17.68|61.66|5ebdfbda	de1b02da74fb55bc	20	866	16.00,247.92,214.20,30.60|270.91|fe6737a4	274.85,47.37,64.44,17.68|61.66|5ebdfbda	7cda2586d53ca05d	22	881	16.00,247.92,214.20,30.60|270.91|fe6737a4	274.85,535.60,64.44,23.80|552.95|5ebdfbda	987f181948f167c7
383	HISTORICAL_AND_CURRENT_SOURCE	14	592	16.00,247.92,205.04,30.60|270.91|59b73354	274.85,277.26,64.44,17.68|291.56|5ebdfbda	e8989cff5de00a9a	14	592	16.00,247.92,205.04,30.60|270.91|59b73354	274.85,277.26,64.44,17.68|291.56|5ebdfbda	cf8ae1dcfc0d782a	16	603	16.00,247.92,205.04,30.60|270.91|59b73354	274.85,250.00,64.44,23.80|267.35|5ebdfbda	03bd7acacbf5f82a
384	HISTORICAL_AND_CURRENT_SOURCE	10	452	16.00,247.92,198.90,30.60|270.91|bfadf887	274.85,312.63,64.44,17.68|326.92|5ebdfbda	896bedf81781f9a0	10	452	16.00,247.92,198.90,30.60|270.91|bfadf887	274.85,312.63,64.44,17.68|326.92|5ebdfbda	17899c1d14b454bc	12	459	16.00,247.92,198.90,30.60|270.91|bfadf887	274.85,83.40,64.44,23.80|100.75|5ebdfbda	ff142fda49100225
385	HISTORICAL_AND_CURRENT_SOURCE	5	272	16.00,247.92,76.50,30.60|270.91|a6910304	274.85,471.79,64.44,17.68|486.08|5ebdfbda	015df83e2e8bb3a2	5	271	16.00,247.92,76.50,30.60|270.91|a6910304	274.85,471.79,64.44,17.68|486.08|5ebdfbda	7294147e8f7e6c3c	6	273	16.00,247.92,76.50,30.60|270.91|a6910304	274.85,607.00,64.44,23.80|624.35|5ebdfbda	209920738390e045
386	UNCHANGED	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	3bcaddb92c794999	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	3bcaddb92c794999	1	11	99.84,158.40,17.00,20.40|174.53|af50a0fe	32.30,314.01,25.50,28.49|337.02|c7cce240	3bcaddb92c794999
387	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
388	CURRENT_SOURCE_ONLY	1	12	141.70,29.85,17.69,23.21|47.80|8a8df676	175.44,639.13,39.12,19.12|654.14|260fbd8e	55493ee5cf181aec	1	12	141.70,29.85,17.69,23.21|47.80|8a8df676	175.44,639.13,39.12,19.12|654.14|260fbd8e	55493ee5cf181aec	1	12	140.46,29.85,18.19,24.99|48.77|8a8df676	176.68,640.92,36.65,21.42|657.14|260fbd8e	c0d19bfbfd735d5c
389	HISTORICAL_AND_CURRENT_SOURCE	8	456	16.00,247.92,91.80,30.60|270.91|adea8c25	34.00,807.79,250.08,17.68|822.08|27be0883	91f39cd29cac7510	8	455	16.00,247.92,91.80,30.60|270.91|adea8c25	34.00,772.42,250.08,17.68|786.72|27be0883	0b4ae33cce19a2ac	11	457	16.00,247.92,91.80,30.60|270.91|adea8c25	34.00,154.80,250.08,23.80|172.15|27be0883	9e7c408d225ce9b4
390	HISTORICAL_AND_CURRENT_SOURCE	20	898	16.00,247.92,168.30,30.60|270.91|824f832c	34.00,648.63,250.08,17.68|662.93|27be0883	b59e4565b242a4e6	20	898	16.00,247.92,168.30,30.60|270.91|824f832c	34.00,648.63,250.08,17.68|662.93|27be0883	622a5f6988f7cd06	24	912	16.00,247.92,168.30,30.60|270.91|824f832c	34.00,202.40,250.08,23.80|219.75|27be0883	8d39eaa8e804f38b
391	HISTORICAL_AND_CURRENT_SOURCE	19	852	16.00,247.92,153.00,30.60|270.91|13cd26f0	34.00,418.74,250.08,17.68|433.03|27be0883	6c13ea8236e18427	19	851	16.00,247.92,153.00,30.60|270.91|13cd26f0	34.00,365.68,250.08,17.68|379.98|27be0883	d5787ba7ab91d762	22	866	16.00,247.92,153.00,30.60|270.91|13cd26f0	34.00,488.00,250.08,23.80|505.35|27be0883	bc1162a979209de1
392	HISTORICAL_AND_CURRENT_SOURCE	21	945	16.00,247.92,91.80,30.60|270.91|14ccbb00	34.00,684.00,250.08,17.68|698.29|27be0883	56a3a73487f9a5b7	21	945	16.00,247.92,91.80,30.60|270.91|14ccbb00	34.00,684.00,250.08,17.68|698.29|27be0883	5da0144342da54a6	25	961	16.00,247.92,91.80,30.60|270.91|14ccbb00	34.00,345.20,250.08,23.80|362.55|27be0883	8e11105cb3c6e27f
393	HISTORICAL_AND_CURRENT_SOURCE	15	686	16.00,247.92,76.50,30.60|270.91|8758269b	34.00,401.05,250.08,17.68|415.35|27be0883	699f26a066d0c26e	15	686	16.00,247.92,76.50,30.60|270.91|8758269b	34.00,401.05,250.08,17.68|415.35|27be0883	fd176b31c913f4cc	18	695	16.00,247.92,76.50,30.60|270.91|8758269b	34.00,250.00,250.08,23.80|267.35|27be0883	ec34326662de91c6
394	HISTORICAL_AND_CURRENT_SOURCE	11	541	16.00,247.92,76.50,30.60|270.91|45b32758	34.00,206.53,250.08,17.68|220.82|27be0883	c247e4d724df01cd	11	541	16.00,247.92,76.50,30.60|270.91|45b32758	34.00,206.53,250.08,17.68|220.82|27be0883	7831f3c236a21eb0	13	551	16.00,247.92,76.50,30.60|270.91|45b32758	34.00,607.00,250.08,23.80|624.35|27be0883	dac0f387aa196b9d
395	UNCHANGED	1	3	161.00,253.69,68.00,22.10|270.67|60d79911	42.00,275.79,306.00,22.79|294.20|dc42cf3f	cf3c1059396c19e0	1	3	161.00,253.69,68.00,22.10|270.67|60d79911	42.00,275.79,306.00,22.79|294.20|dc42cf3f	cf3c1059396c19e0	1	3	161.00,253.69,68.00,22.10|270.67|60d79911	42.00,275.79,306.00,22.79|294.20|dc42cf3f	cf3c1059396c19e0
396	UNCHANGED	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f	1	1	19.25,29.00,4.35,22.10|46.09|abfbd10d	19.25,29.00,4.35,22.10|46.09|abfbd10d	cab0f027f7f89a6f
