utc,monotonic_s,scenario,pid,kind,cpu_ps_percent,cpu_total_s,rss_mib
2026-09-07T17:15:45.465568+00:00,347717.718,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:45.465572+00:00,347717.718,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:46.483117+00:00,347718.729,snapshot-settled-after-default-off-continuous,82878,reader,4.4,14.440,642.172
2026-09-07T17:15:46.483165+00:00,347718.729,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:46.483171+00:00,347718.729,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:46.483174+00:00,347718.729,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:46.483177+00:00,347718.729,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:46.483181+00:00,347718.729,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:47.464608+00:00,347719.733,snapshot-settled-after-default-off-continuous,82878,reader,15.2,14.590,656.688
2026-09-07T17:15:47.464660+00:00,347719.733,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:47.464664+00:00,347719.733,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:47.464667+00:00,347719.733,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:47.464670+00:00,347719.733,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:47.464674+00:00,347719.733,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:48.501228+00:00,347720.744,snapshot-settled-after-default-off-continuous,82878,reader,5.5,14.760,643.500
2026-09-07T17:15:48.501270+00:00,347720.744,snapshot-settled-after-default-off-continuous,82886,webcontent,0.0,4.160,278.578
2026-09-07T17:15:48.501275+00:00,347720.744,snapshot-settled-after-default-off-continuous,82887,webcontent,0.0,4.200,278.422
2026-09-07T17:15:48.501279+00:00,347720.744,snapshot-settled-after-default-off-continuous,82889,webcontent,0.0,4.280,278.578
2026-09-07T17:15:48.501282+00:00,347720.744,snapshot-settled-after-default-off-continuous,82890,webcontent,0.0,4.260,278.531
2026-09-07T17:15:48.501286+00:00,347720.744,snapshot-settled-after-default-off-continuous,82892,webkit_network,0.0,0.390,119.422
2026-09-07T17:15:49.510432+00:00,347721.754,snapshot-settled-after-default-off-continuous,82878,reader,8.4,14.890,643.938
